INFO 2012-03-27 00:12:00,993 oauth 9638 -1222571152 version=1.0
INFO 2012-03-27 00:21:09,185 oauth 10011 -1222186128 signature_method=HMAC-SHA1
INFO 2012-03-27 00:23:04,388 oauth 10110 -1222583440 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:23:04,394 oauth 10110 -1222583440 consumer=tom
INFO 2012-03-27 00:23:04,394 oauth 10110 -1222583440 verifier=
INFO 2012-03-27 00:23:04,395 oauth 10110 -1222583440 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:23:04,397 oauth 10110 -1222583440 consumer=tom
INFO 2012-03-27 00:25:29,708 oauth 10110 -1222583440 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:25:29,711 oauth 10110 -1222583440 consumer=tom
INFO 2012-03-27 00:25:29,712 oauth 10110 -1222583440 verifier=
INFO 2012-03-27 00:25:29,712 oauth 10110 -1222583440 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:25:29,714 oauth 10110 -1222583440 consumer=tom
INFO 2012-03-27 00:25:52,535 oauth 10172 -1223042192 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:25:52,543 oauth 10172 -1223042192 consumer=tom
INFO 2012-03-27 00:25:52,544 oauth 10172 -1223042192 verifier=
INFO 2012-03-27 00:25:52,544 oauth 10172 -1223042192 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:25:52,546 oauth 10172 -1223042192 consumer=tom
INFO 2012-03-27 00:26:17,498 oauth 10195 -1222988944 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:26:17,503 oauth 10195 -1222988944 consumer=tom
INFO 2012-03-27 00:26:17,504 oauth 10195 -1222988944 verifier=
INFO 2012-03-27 00:26:17,504 oauth 10195 -1222988944 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:26:17,506 oauth 10195 -1222988944 consumer=tom
INFO 2012-03-27 00:26:35,094 oauth 10221 -1222993040 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:26:35,099 oauth 10221 -1222993040 consumer=tom
INFO 2012-03-27 00:26:35,100 oauth 10221 -1222993040 verifier=
INFO 2012-03-27 00:26:35,100 oauth 10221 -1222993040 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:26:35,102 oauth 10221 -1222993040 consumer=tom
INFO 2012-03-27 00:28:33,895 oauth 10324 -1222435984 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:28:33,902 oauth 10324 -1222435984 consumer=tom
INFO 2012-03-27 00:28:33,902 oauth 10324 -1222435984 verifier=
INFO 2012-03-27 00:28:33,903 oauth 10324 -1222435984 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:28:33,905 oauth 10324 -1222435984 consumer=tom
INFO 2012-03-27 00:29:06,657 oauth 10350 -1222603920 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:29:06,663 oauth 10350 -1222603920 consumer=tom
INFO 2012-03-27 00:29:06,663 oauth 10350 -1222603920 verifier=
INFO 2012-03-27 00:29:06,664 oauth 10350 -1222603920 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:29:06,666 oauth 10350 -1222603920 consumer=tom
INFO 2012-03-27 00:30:17,930 oauth 10403 -1222530192 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:30:17,935 oauth 10403 -1222530192 consumer=tom
INFO 2012-03-27 00:30:17,935 oauth 10403 -1222530192 verifier=
INFO 2012-03-27 00:30:17,936 oauth 10403 -1222530192 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:30:17,938 oauth 10403 -1222530192 consumer=tom
INFO 2012-03-27 00:31:58,365 oauth 10435 -1222354064 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:31:58,372 oauth 10435 -1222354064 consumer=tom
INFO 2012-03-27 00:31:58,373 oauth 10435 -1222354064 verifier=
INFO 2012-03-27 00:31:58,373 oauth 10435 -1222354064 except OAuthError when _get_token
INFO 2012-03-27 00:31:58,374 oauth 10435 -1222354064 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:31:58,377 oauth 10435 -1222354064 consumer=tom
INFO 2012-03-27 00:33:11,080 oauth 10465 -1222124688 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:33:11,086 oauth 10465 -1222124688 consumer=tom
INFO 2012-03-27 00:33:11,086 oauth 10465 -1222124688 verifier=
INFO 2012-03-27 00:33:11,087 oauth 10465 -1222124688 in _get_token else
INFO 2012-03-27 00:33:11,087 oauth 10465 -1222124688 except OAuthError when _get_token
INFO 2012-03-27 00:33:11,087 oauth 10465 -1222124688 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:33:11,090 oauth 10465 -1222124688 consumer=tom
INFO 2012-03-27 00:33:48,736 oauth 10494 -1222440080 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:33:48,743 oauth 10494 -1222440080 consumer=tom
INFO 2012-03-27 00:33:48,743 oauth 10494 -1222440080 verifier=
INFO 2012-03-27 00:33:48,744 oauth 10494 -1222440080 in _get_token else
INFO 2012-03-27 00:33:48,744 oauth 10494 -1222440080 except OAuthError when _get_token
INFO 2012-03-27 00:33:48,745 oauth 10494 -1222440080 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:33:48,748 oauth 10494 -1222440080 consumer=tom
INFO 2012-03-27 00:33:48,748 oauth 10494 -1222440080 in _get_token, consumer=tom
INFO 2012-03-27 00:37:37,994 oauth 10690 -1222272144 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:37:38,000 oauth 10690 -1222272144 consumer=tom
INFO 2012-03-27 00:37:38,000 oauth 10690 -1222272144 verifier=
INFO 2012-03-27 00:37:38,000 oauth 10690 -1222272144 in _get_token else
INFO 2012-03-27 00:37:38,001 oauth 10690 -1222272144 except OAuthError when _get_token
INFO 2012-03-27 00:37:38,001 oauth 10690 -1222272144 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:37:38,003 oauth 10690 -1222272144 consumer=tom
INFO 2012-03-27 00:37:38,003 oauth 10690 -1222272144 in _get_token, consumer=tom
INFO 2012-03-27 00:39:05,452 oauth 10714 -1222857872 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:39:05,458 oauth 10714 -1222857872 consumer=tom
INFO 2012-03-27 00:39:05,458 oauth 10714 -1222857872 verifier=
INFO 2012-03-27 00:39:05,459 oauth 10714 -1222857872 in _get_token else
INFO 2012-03-27 00:44:02,608 authentication 10740 -1222427792 path=piston.store.DataStore
INFO 2012-03-27 00:44:02,637 oauth 10740 -1222427792 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:44:02,642 oauth 10740 -1222427792 consumer=tom
INFO 2012-03-27 00:44:02,642 oauth 10740 -1222427792 verifier=
INFO 2012-03-27 00:44:02,643 oauth 10740 -1222427792 in _get_token else
INFO 2012-03-27 00:44:02,643 oauth 10740 -1222427792 except OAuthError when _get_token
INFO 2012-03-27 00:44:02,643 oauth 10740 -1222427792 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:44:02,646 oauth 10740 -1222427792 consumer=tom
INFO 2012-03-27 00:44:02,646 oauth 10740 -1222427792 in _get_token, consumer=tom
INFO 2012-03-27 00:45:36,792 authentication 10901 -1222956176 path=piston.store.DataStore
INFO 2012-03-27 00:45:36,816 authentication 10901 -1222956176 request method=POST
INFO 2012-03-27 00:45:36,817 oauth 10901 -1222956176 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:45:36,823 oauth 10901 -1222956176 consumer=tom
INFO 2012-03-27 00:45:36,823 oauth 10901 -1222956176 verifier=
INFO 2012-03-27 00:45:36,823 oauth 10901 -1222956176 in _get_token else
INFO 2012-03-27 00:45:36,824 oauth 10901 -1222956176 except OAuthError when _get_token
INFO 2012-03-27 00:45:36,824 oauth 10901 -1222956176 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:45:36,826 oauth 10901 -1222956176 consumer=tom
INFO 2012-03-27 00:45:36,826 oauth 10901 -1222956176 in _get_token, consumer=tom
INFO 2012-03-27 00:47:34,240 authentication 10925 -1222296720 path=piston.store.DataStore
INFO 2012-03-27 00:47:34,266 authentication 10925 -1222296720 in oauth_access_token method
INFO 2012-03-27 00:47:34,267 oauth 10925 -1222296720 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:47:34,273 oauth 10925 -1222296720 consumer=tom
INFO 2012-03-27 00:47:34,274 oauth 10925 -1222296720 verifier=
INFO 2012-03-27 00:47:34,274 oauth 10925 -1222296720 in _get_token else
INFO 2012-03-27 00:47:34,274 oauth 10925 -1222296720 except OAuthError when _get_token
INFO 2012-03-27 00:47:34,275 oauth 10925 -1222296720 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:47:34,277 oauth 10925 -1222296720 consumer=tom
INFO 2012-03-27 00:47:34,277 oauth 10925 -1222296720 in _get_token, consumer=tom
INFO 2012-03-27 00:48:43,796 authentication 10954 -1222255760 path=piston.store.DataStore
INFO 2012-03-27 00:48:43,823 authentication 10954 -1222255760 in oauth_access_token method
INFO 2012-03-27 00:48:43,824 oauth 10954 -1222255760 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:48:43,829 oauth 10954 -1222255760 consumer=tom
INFO 2012-03-27 00:48:43,830 oauth 10954 -1222255760 verifier=
INFO 2012-03-27 00:48:43,830 oauth 10954 -1222255760 in _get_token else
INFO 2012-03-27 00:48:43,830 oauth 10954 -1222255760 except OAuthError when _get_token
INFO 2012-03-27 00:48:43,831 oauth 10954 -1222255760 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:48:43,833 oauth 10954 -1222255760 consumer=tom
INFO 2012-03-27 00:48:43,833 oauth 10954 -1222255760 in _get_token, consumer=tom
INFO 2012-03-27 00:50:13,243 authentication 10981 -1222046864 path=piston.store.DataStore
INFO 2012-03-27 00:50:13,267 authentication 10981 -1222046864 in oauth_access_token method
INFO 2012-03-27 00:50:13,268 oauth 10981 -1222046864 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:50:13,273 oauth 10981 -1222046864 consumer=tom
INFO 2012-03-27 00:50:13,274 oauth 10981 -1222046864 verifier=
INFO 2012-03-27 00:50:13,274 oauth 10981 -1222046864 in _get_token else
INFO 2012-03-27 00:50:13,274 oauth 10981 -1222046864 except OAuthError when _get_token
INFO 2012-03-27 00:50:13,275 oauth 10981 -1222046864 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 00:50:13,277 oauth 10981 -1222046864 consumer=tom
INFO 2012-03-27 00:50:13,277 oauth 10981 -1222046864 in _get_token, consumer=tom
INFO 2012-03-27 08:08:24,077 authentication 13032 -1224070288 path=piston.store.DataStore
INFO 2012-03-27 08:08:24,104 authentication 13032 -1224070288 in oauth_access_token method
INFO 2012-03-27 08:08:24,105 oauth 13032 -1224070288 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:08:24,110 oauth 13032 -1224070288 consumer=tom
INFO 2012-03-27 08:08:24,111 oauth 13032 -1224070288 verifier=
INFO 2012-03-27 08:08:24,111 oauth 13032 -1224070288 in _get_token else
INFO 2012-03-27 08:08:24,111 oauth 13032 -1224070288 except OAuthError when _get_token
INFO 2012-03-27 08:08:24,112 oauth 13032 -1224070288 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:08:24,114 oauth 13032 -1224070288 consumer=tom
INFO 2012-03-27 08:08:24,114 oauth 13032 -1224070288 in _get_token, consumer=tom
INFO 2012-03-27 08:11:11,571 authentication 13067 -1224012944 path=piston.store.DataStore
INFO 2012-03-27 08:11:11,597 authentication 13067 -1224012944 in oauth_access_token method
INFO 2012-03-27 08:19:52,891 authentication 13093 -1224168592 path=piston.store.DataStore
INFO 2012-03-27 08:19:52,915 authentication 13093 -1224168592 in oauth_access_token method
INFO 2012-03-27 08:19:52,916 oauth 13093 -1224168592 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:19:52,921 oauth 13093 -1224168592 consumer=tom
INFO 2012-03-27 08:19:52,922 oauth 13093 -1224168592 verifier=
INFO 2012-03-27 08:19:52,922 oauth 13093 -1224168592 in _get_token else
INFO 2012-03-27 08:19:52,922 oauth 13093 -1224168592 except OAuthError when _get_token
INFO 2012-03-27 08:19:52,923 oauth 13093 -1224168592 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:19:52,925 oauth 13093 -1224168592 consumer=tom
INFO 2012-03-27 08:19:52,925 oauth 13093 -1224168592 in _get_token, consumer=tom
INFO 2012-03-27 08:21:15,110 authentication 13137 -1224361104 path=piston.store.DataStore
INFO 2012-03-27 08:21:15,138 authentication 13137 -1224361104 in oauth_access_token method
INFO 2012-03-27 08:21:15,139 authentication 13137 -1224361104 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:21:15,140 oauth 13137 -1224361104 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:21:15,146 oauth 13137 -1224361104 consumer=tom
INFO 2012-03-27 08:21:15,147 oauth 13137 -1224361104 verifier=
INFO 2012-03-27 08:21:15,147 oauth 13137 -1224361104 in _get_token else
INFO 2012-03-27 08:21:15,147 oauth 13137 -1224361104 except OAuthError when _get_token
INFO 2012-03-27 08:21:15,148 oauth 13137 -1224361104 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:21:15,150 oauth 13137 -1224361104 consumer=tom
INFO 2012-03-27 08:21:15,150 oauth 13137 -1224361104 in _get_token, consumer=tom
INFO 2012-03-27 08:21:57,299 authentication 13162 -1223546000 path=piston.store.DataStore
INFO 2012-03-27 08:21:57,326 authentication 13162 -1223546000 in oauth_access_token method
INFO 2012-03-27 08:21:57,326 authentication 13162 -1223546000 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:23:12,280 authentication 13186 -1224402064 path=piston.store.DataStore
INFO 2012-03-27 08:23:12,304 authentication 13186 -1224402064 in oauth_access_token method
INFO 2012-03-27 08:23:12,304 authentication 13186 -1224402064 initalize_server_rquest, rquest.method=GET
INFO 2012-03-27 08:23:36,030 authentication 13218 -1224246416 path=piston.store.DataStore
INFO 2012-03-27 08:23:36,059 authentication 13218 -1224246416 in oauth_access_token method
INFO 2012-03-27 08:23:36,060 authentication 13218 -1224246416 initalize_server_rquest, rquest.method=GET
INFO 2012-03-27 08:23:36,060 authentication 13218 -1224246416 params={}
INFO 2012-03-27 08:23:36,061 oauth 13218 -1224246416 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:23:36,066 oauth 13218 -1224246416 consumer=tom
INFO 2012-03-27 08:23:36,067 oauth 13218 -1224246416 verifier=
INFO 2012-03-27 08:23:36,067 oauth 13218 -1224246416 in _get_token else
INFO 2012-03-27 08:23:36,068 oauth 13218 -1224246416 except OAuthError when _get_token
INFO 2012-03-27 08:23:36,068 oauth 13218 -1224246416 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:23:36,072 oauth 13218 -1224246416 consumer=tom
INFO 2012-03-27 08:23:36,072 oauth 13218 -1224246416 in _get_token, consumer=tom
INFO 2012-03-27 08:23:54,695 authentication 13248 -1223881872 path=piston.store.DataStore
INFO 2012-03-27 08:23:54,720 authentication 13248 -1223881872 in oauth_access_token method
INFO 2012-03-27 08:23:54,720 authentication 13248 -1223881872 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:23:54,721 authentication 13248 -1223881872 params={}
INFO 2012-03-27 08:23:54,721 oauth 13248 -1223881872 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:23:54,728 oauth 13248 -1223881872 consumer=tom
INFO 2012-03-27 08:23:54,728 oauth 13248 -1223881872 verifier=
INFO 2012-03-27 08:23:54,728 oauth 13248 -1223881872 in _get_token else
INFO 2012-03-27 08:23:54,729 oauth 13248 -1223881872 except OAuthError when _get_token
INFO 2012-03-27 08:23:54,729 oauth 13248 -1223881872 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:23:54,731 oauth 13248 -1223881872 consumer=tom
INFO 2012-03-27 08:23:54,731 oauth 13248 -1223881872 in _get_token, consumer=tom
INFO 2012-03-27 08:24:58,084 authentication 13274 -1223873680 path=piston.store.DataStore
INFO 2012-03-27 08:24:58,109 authentication 13274 -1223873680 in oauth_access_token method
INFO 2012-03-27 08:24:58,109 authentication 13274 -1223873680 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:24:58,110 authentication 13274 -1223873680 params={}
INFO 2012-03-27 08:24:58,110 authentication 13274 -1223873680 authorization=OAuth x_auth_username="tom", x_auth_password="tom", oauth_consumer_key="2Tk7LcRnykRdTV4PCe", oauth_signature_method="HMAC-SHA1", oauth_signature="fV3sFSY63UPLHjHiQ7q1qvcaX0Q=", oauth_timestamp="1332807897", oauth_nonce="6x7l40tx3m3n72ge28", oauth_version="1.0"
INFO 2012-03-27 08:24:58,111 oauth 13274 -1223873680 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:24:58,117 oauth 13274 -1223873680 consumer=tom
INFO 2012-03-27 08:24:58,118 oauth 13274 -1223873680 verifier=
INFO 2012-03-27 08:24:58,118 oauth 13274 -1223873680 in _get_token else
INFO 2012-03-27 08:24:58,118 oauth 13274 -1223873680 except OAuthError when _get_token
INFO 2012-03-27 08:24:58,119 oauth 13274 -1223873680 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:24:58,120 oauth 13274 -1223873680 consumer=tom
INFO 2012-03-27 08:24:58,121 oauth 13274 -1223873680 in _get_token, consumer=tom
INFO 2012-03-27 08:26:26,133 authentication 13304 -1223816336 path=piston.store.DataStore
INFO 2012-03-27 08:26:26,158 authentication 13304 -1223816336 in oauth_access_token method
INFO 2012-03-27 08:26:26,158 authentication 13304 -1223816336 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:26:26,159 authentication 13304 -1223816336 params={}
INFO 2012-03-27 08:26:26,159 authentication 13304 -1223816336 authorization=OAuth x_auth_username="tom", x_auth_password="tom", oauth_consumer_key="2Tk7LcRnykRdTV4PCe", oauth_signature_method="HMAC-SHA1", oauth_signature="OKiWWTbiagOa6r12IEIrHy3oSwE=", oauth_timestamp="1332807986", oauth_nonce="w9f55mj7kam8x9ituv", oauth_version="1.0"
INFO 2012-03-27 08:26:26,160 authentication 13304 -1223816336 oauth_request is not none
INFO 2012-03-27 08:26:26,161 oauth 13304 -1223816336 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:26:26,168 oauth 13304 -1223816336 consumer=tom
INFO 2012-03-27 08:26:26,169 oauth 13304 -1223816336 verifier=
INFO 2012-03-27 08:26:26,169 oauth 13304 -1223816336 in _get_token else
INFO 2012-03-27 08:26:26,170 oauth 13304 -1223816336 except OAuthError when _get_token
INFO 2012-03-27 08:26:26,170 oauth 13304 -1223816336 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:26:26,172 oauth 13304 -1223816336 consumer=tom
INFO 2012-03-27 08:26:26,172 oauth 13304 -1223816336 in _get_token, consumer=tom
INFO 2012-03-27 08:27:08,747 authentication 13328 -1223713936 path=piston.store.DataStore
INFO 2012-03-27 08:27:08,771 authentication 13328 -1223713936 in oauth_access_token method
INFO 2012-03-27 08:27:08,772 authentication 13328 -1223713936 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:27:08,772 authentication 13328 -1223713936 params={}
INFO 2012-03-27 08:27:08,773 authentication 13328 -1223713936 authorization=OAuth x_auth_username="tom", x_auth_password="tom", oauth_consumer_key="2Tk7LcRnykRdTV4PCe", oauth_signature_method="HMAC-SHA1", oauth_signature="bZxj7PtR+qwc+OSQjgvgG9ErY2U=", oauth_timestamp="1332808028", oauth_nonce="0bqb1rshi167iir4pd", oauth_version="1.0"
INFO 2012-03-27 08:27:08,774 authentication 13328 -1223713936 oauth_request is not none
INFO 2012-03-27 08:27:08,774 authentication 13328 -1223713936 oauth_server is <PistonTest.piston.oauth.OAuthServer object at 0xaa05acc>
INFO 2012-03-27 08:27:08,775 oauth 13328 -1223713936 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:27:08,780 oauth 13328 -1223713936 consumer=tom
INFO 2012-03-27 08:27:08,781 oauth 13328 -1223713936 verifier=
INFO 2012-03-27 08:27:08,781 oauth 13328 -1223713936 in _get_token else
INFO 2012-03-27 08:27:08,781 oauth 13328 -1223713936 except OAuthError when _get_token
INFO 2012-03-27 08:27:08,782 oauth 13328 -1223713936 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:27:08,784 oauth 13328 -1223713936 consumer=tom
INFO 2012-03-27 08:27:08,784 oauth 13328 -1223713936 in _get_token, consumer=tom
INFO 2012-03-27 08:28:35,491 authentication 13328 -1223713936 in oauth_access_token method
INFO 2012-03-27 08:28:35,491 authentication 13328 -1223713936 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:28:35,492 authentication 13328 -1223713936 params={}
INFO 2012-03-27 08:28:35,492 authentication 13328 -1223713936 authorization=OAuth x_auth_username='tom', x_auth_password='tom', oauth_consumer_key='2Tk7LcRnykRdTV4PCe', oauth_signature_method='HMAC-SHA1', oauth_signature='PHYfdpwFe9l90RfiEKd3oCb2zCs=', oauth_timestamp='1332808115', oauth_nonce='kfvc0ebfe97awo8b5o', oauth_version='1.0'
INFO 2012-03-27 08:28:35,493 authentication 13328 -1223713936 oauth_request is not none
INFO 2012-03-27 08:28:35,493 authentication 13328 -1223713936 oauth_server is <PistonTest.piston.oauth.OAuthServer object at 0xa91a1ec>
INFO 2012-03-27 08:29:00,406 authentication 13328 -1223713936 in oauth_access_token method
INFO 2012-03-27 08:29:00,406 authentication 13328 -1223713936 initalize_server_rquest, rquest.method=POST
INFO 2012-03-27 08:29:00,407 authentication 13328 -1223713936 params={}
INFO 2012-03-27 08:29:00,407 authentication 13328 -1223713936 authorization=OAuth x_auth_username=tom, x_auth_password=tom, oauth_consumer_key=2Tk7LcRnykRdTV4PCe, oauth_signature_method=HMAC-SHA1, oauth_signature=cuglj9AizL7mqPkEFDvENAWHaw4=, oauth_timestamp=1332808140, oauth_nonce=m8of4ljhnhf5rdpnuo, oauth_version=1.0
INFO 2012-03-27 08:29:00,407 authentication 13328 -1223713936 oauth_request is not none
INFO 2012-03-27 08:29:00,408 authentication 13328 -1223713936 oauth_server is <PistonTest.piston.oauth.OAuthServer object at 0xa91a2ec>
INFO 2012-03-27 08:29:00,408 oauth 13328 -1223713936 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:29:00,411 oauth 13328 -1223713936 consumer=tom
INFO 2012-03-27 08:29:00,412 oauth 13328 -1223713936 verifier=
INFO 2012-03-27 08:29:00,412 oauth 13328 -1223713936 in _get_token else
INFO 2012-03-27 08:29:00,412 oauth 13328 -1223713936 except OAuthError when _get_token
INFO 2012-03-27 08:29:00,412 oauth 13328 -1223713936 consumer_key=2Tk7LcRnykRdTV4PCe
INFO 2012-03-27 08:29:00,414 oauth 13328 -1223713936 consumer=tom
INFO 2012-03-27 08:29:00,415 oauth 13328 -1223713936 in _get_token, consumer=tom
DEBUG 2012-03-27 20:32:30,828 authentication 4328 -1222145168 oauth_server is <PistonTest.piston.oauth.OAuthServer object at 0x9dde8cc>
DEBUG 2012-03-27 20:32:30,858 authentication 4328 -1222145168 oauht_request is <PistonTest.piston.oauth.OAuthRequest object at 0x9d5db8c>
INFO 2012-03-27 20:32:56,200 authentication 4355 -1222788240 oauth_server is <PistonTest.piston.oauth.OAuthServer object at 0x91158cc>
INFO 2012-03-27 20:32:56,200 authentication 4355 -1222788240 oauht_request is <PistonTest.piston.oauth.OAuthRequest object at 0x9028b8c>
